epa_rain_zone,state,location_code,station_name,jurisdiction_county,jurisdiction_city,primary_landuse,secondary_landuse,percent_impervious,start_date,days since last rain,precipitation_depth_(in),season,parameter,fraction,units,res,qual,drainage_area_acres,latitude,longitude
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,,11/27/2001,,0.2,FA,Copper,Total,ug/L,50,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,11/27/2001,,0.2,FA,Copper,Total,ug/L,50,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,,1/19/2002,,1.6,WI,Copper,Total,ug/L,20,<,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,1/19/2002,,1.6,WI,Copper,Total,ug/L,20,<,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,4/22/2002,,0.17,SP,Copper,Total,ug/L,50,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,8/9/2002,,0.32,SU,Copper,Total,ug/L,20,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,5/5/2003,,0.6,SP,Copper,Total,ug/L,60,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,6/27/2003,,0.4,SU,Copper,Total,ug/L,20,<,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,12/23/2003,,0.45,WI,Copper,Total,ug/L,40,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,6/7/2004,,0.3,SU,Copper,Total,ug/L,20,<,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,9/7/2004,,0.4,FA,Copper,Total,ug/L,30,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,12/22/2004,,0.38,WI,Copper,Total,ug/L,20,<,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,3/7/2005,,1.3,SP,Copper,Total,ug/L,20,<,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,4/6/2005,,0.4,SP,Copper,Total,ug/L,30,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,12/8/2005,,0.5,WI,Copper,Total,ug/L,30,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,3/9/2006,,1.3,SP,Copper,Total,ug/L,30,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,9/12/2006,,0.75,FA,Copper,Total,ug/L,30,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,6/19/2007,,0.5,SU,Copper,Total,ug/L,950,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,9/11/2007,,0.3,FA,Copper,Total,ug/L,40,=,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,3/19/2008,,0.4,SP,Copper,Total,ug/L,20,<,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,5/15/2008,,1.35,SP,Copper,Total,ug/L,20,<,336,33.53472222,86.79083333
3,AL,ALJCC001,C001,Jefferson_County,City_of_Birmingham,ID_MIX,FW,71.9,8/12/2008,,1.9,SU,Copper,Total,ug/L,20,=,336,33.53472222,86.79083333
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,11/27/2001,,0.23,FA,Copper,Total,ug/L,80,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,11/27/2001,,0.23,FA,Copper,Total,ug/L,80,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,3/20/2002,,0.22,SP,Copper,Total,ug/L,40,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,3/20/2002,,0.22,SP,Copper,Total,ug/L,40,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,5/9/2002,,0.35,SP,Copper,Total,ug/L,50,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,8/28/2002,,0.3,SU,Copper,Total,ug/L,20,<,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,6/11/2003,,0.5,SU,Copper,Total,ug/L,50,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,7/22/2003,,0.65,SU,Copper,Total,ug/L,60,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,12/23/2003,,0.39,WI,Copper,Total,ug/L,110,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,6/7/2004,,0.21,SU,Copper,Total,ug/L,50,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,9/7/2004,,0.32,FA,Copper,Total,ug/L,40,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,10/19/2004,,0.8,FA,Copper,Total,ug/L,80,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,3/22/2005,,0.62,SP,Copper,Total,ug/L,70,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,5/20/2005,,1.1,SP,Copper,Total,ug/L,120,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,2/2/2006,,0.15,WI,Copper,Total,ug/L,110,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,9/18/2006,,0.4,FA,Copper,Total,ug/L,40,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,6/19/2007,,0.2,SU,Copper,Total,ug/L,20,=,750,33.52916667,86.83805556
3,AL,ALJCC002,C002,Jefferson_County,City_of_Birmingham,ID_MIX,RE,68.36,12/20/2007,,0.28,WI,Copper,Total,ug/L,20,=,750,33.52916667,86.83805556
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,,9/19/2001,,0.25,FA,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,9/19/2001,,0.25,FA,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,,1/19/2002,,1.65,WI,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,1/19/2002,,1.65,WI,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,4/12/2002,,0.2,SP,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,8/28/2002,,0.25,SU,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,4/24/2003,,0.59,SP,Copper,Total,ug/L,20,=,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,6/30/2003,,0.5,SU,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,10/17/2003,,0.59,FA,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,12/22/2004,,0.15,WI,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,5/20/2005,,,SP,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,9/18/2006,,,FA,Copper,Total,ug/L,30,=,2564,33.50944444,86.82611111
3,AL,ALJCC004L,C004L,Jefferson_County,City_of_Birmingham,CO_MIX,ID,72.26,2/21/2008,,,WI,Copper,Total,ug/L,20,<,2564,33.50944444,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,9/19/2001,,0.25,FA,Copper,Total,ug/L,20,<,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,9/20/2001,,0.25,FA,Copper,Total,ug/L,20,<,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,1/19/2002,,1.65,WI,Copper,Total,ug/L,20,<,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,1/19/2002,,1.65,WI,Copper,Total,ug/L,20,<,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,4/12/2002,,0.2,SP,Copper,Total,ug/L,20,<,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,8/14/2002,,0.15,SU,Copper,Total,ug/L,50,=,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,4/24/2003,,0.59,SP,Copper,Total,ug/L,30,=,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,6/30/2003,,0.5,SU,Copper,Total,ug/L,20,=,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,10/17/2003,,0.59,FA,Copper,Total,ug/L,30,=,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,12/22/2004,,0.15,WI,Copper,Total,ug/L,20,<,1047,33.50972222,86.82611111
3,AL,ALJCC004R,C004R,Jefferson_County,City_of_Birmingham,CO_MIX,RE,74.19,3/27/2006,,,SP,Copper,Total,ug/L,20,<,1047,33.50972222,86.82611111
3,AL,ALJCC005,C005,Jefferson_County,City_of_Birmingham,RE_MIX,UNK,47.17,10/19/2004,,0.25,FA,Copper,Total,ug/L,20,<,1663,,
3,AL,ALJCC005,C005,Jefferson_County,City_of_Birmingham,RE_MIX,UNK,47.17,1/13/2005,,0.6,WI,Copper,Total,ug/L,20,<,1663,,
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,,8/31/2001,,0.3,SU,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,8/31/2001,,0.3,SU,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,,3/9/2002,,0.12,SP,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,3/9/2002,,0.12,SP,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,9/13/2002,,0.23,FA,Copper,Total,ug/L,20,=,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,6/27/2003,,0.65,SU,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,8/12/2003,,0.23,SU,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,10/10/2003,,0.15,FA,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,6/7/2004,,,SU,Copper,Total,ug/L,60,=,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,9/7/2004,,0.5,FA,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,10/19/2004,,0.19,FA,Copper,Total,ug/L,90,=,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,1/13/2005,,0.6,WI,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,6/6/2005,,0.36,SU,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,12/8/2005,,0.5,WI,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,2/2/2006,,0.3,WI,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,4/26/2006,,0.2,SP,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,9/12/2006,,0.95,FA,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,9/11/2007,,0.2,FA,Copper,Total,ug/L,20,=,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,12/20/2007,,0.3,WI,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,3/19/2008,,0.42,SP,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,5/15/2008,,1.6,SP,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC009,C009,Jefferson_County,City_of_Homewood,RE,,34.84,8/12/2008,,0.35,SU,Copper,Total,ug/L,20,<,112,33.46722222,86.80861111
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,,8/31/2001,,0.1,SU,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,8/31/2001,,0.1,SU,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,,3/9/2002,,0.15,SP,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,3/9/2002,,0.15,SP,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,5/29/2002,,1.55,SP,Copper,Total,ug/L,20,=,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,9/13/2002,,0.31,FA,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,6/11/2003,,0.42,SU,Copper,Total,ug/L,20,=,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,10/17/2003,,0.22,FA,Copper,Total,ug/L,30,=,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,6/14/2004,,0.3,SU,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,9/7/2004,,0.34,FA,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,12/5/2004,,0.5,WI,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,1/13/2005,,0.85,WI,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,4/6/2005,,0.45,SP,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,3/9/2006,,1,SP,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,9/18/2006,,0.28,FA,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC010,C010,Jefferson_County,City_of_Vestavia_Hills,RE_MIX,OP,25.67,2/21/2008,,0.5,WI,Copper,Total,ug/L,20,<,167,33.43527778,86.77555556
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,12/17/2001,,0.32,WI,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,12/17/2001,,0.32,WI,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,5/29/2002,,1.8,SP,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,9/25/2002,,0.55,FA,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,6/11/2003,,0.5,SU,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,7/31/2003,,0.15,SU,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,12/13/2003,,0.3,WI,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,6/14/2004,,0.15,SU,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,12/5/2004,,,WI,Copper,Total,ug/L,20,=,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,3/22/2005,,1.2,SP,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,7/6/2005,,0.4,SU,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALJCC012,C012,Jefferson_County,City_of_Hoover,CO_MIX,RE,81.61,9/12/2006,,1.25,FA,Copper,Total,ug/L,20,<,244,33.37472222,86.80333333
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,5/31/2012,9.165416667,0.27,SP,Copper,Total,ug/L,30,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,7/11/2012,0.859583333,0.29,SU,Copper,Total,ug/L,9,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,7/21/2012,2.686666667,1.78,SU,Copper,Total,ug/L,9,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,8/3/2012,3.510416667,0.18,SU,Copper,Total,ug/L,7,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,8/13/2012,6.452083333,1.01,SU,Copper,Total,ug/L,47,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,10/14/2012,14.90083333,1.01,FA,Copper,Total,ug/L,6,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,10/18/2012,3.12,1.17,FA,Copper,Total,ug/L,11,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,11/27/2012,14.79166667,0.32,FA,Copper,Total,ug/L,6,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,12/8/2012,3.445833333,0.09,WI,Copper,Total,ug/L,9,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,12/28/2012,2.667916667,0.73,WI,Copper,Total,ug/L,11,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,1/30/2013,4.13,1.59,WI,Copper,Total,ug/L,181,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,2/10/2013,3.295833333,2.44,WI,Copper,Total,ug/L,31,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,2/21/2013,2.3575,2.29,WI,Copper,Total,ug/L,8,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,3/5/2013,7.309583333,0.23,SP,Copper,Total,ug/L,8,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,3/11/2013,5.50125,2.32,SP,Copper,Total,ug/L,9,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,3/22/2013,3.635416667,0.41,SP,Copper,Total,ug/L,7,=,0.9,33.21388889,87.57138889
3,AL,ALTUBAMA,Riverwalk_Parking_Lot_near_Bama_Belle,Tuscaloosa,City_of_Tuscaloosa,CO,,68,3/30/2013,6.529166667,0.78,SP,Copper,Total,ug/L,6,=,0.9,33.21388889,87.57138889
6,AZ,AZTUA001,Grant_Road_and_Wilson_Avenue,Pima_County,City_of_Tucson ,RE_MIX,CO,,3/6/2000,,0.63,SP,Copper,Total,ug/L,6.1,=,103,32.25027222,110.9385806
6,AZ,AZTUA001,Grant_Road_and_Wilson_Avenue,Pima_County,City_of_Tucson ,RE_MIX,CO,,6/29/2000,,1.1,SU,Copper,Total,ug/L,4.5,=,103,32.25027222,110.9385806
6,AZ,AZTUA001,Grant_Road_and_Wilson_Avenue,Pima_County,City_of_Tucson ,RE_MIX,CO,,8/5/2000,,0.3,SU,Copper,Total,ug/L,3.4,=,103,32.25027222,110.9385806
6,AZ,AZTUA001,Grant_Road_and_Wilson_Avenue,Pima_County,City_of_Tucson ,RE_MIX,CO,,1/8/2001,,0.25,WI,Copper,Total,ug/L,1.4,=,103,32.25027222,110.9385806
6,AZ,AZTUA001,Grant_Road_and_Wilson_Avenue,Pima_County,City_of_Tucson ,RE_MIX,CO,,6/25/2001,,0.1,SU,Copper,Total,ug/L,5.4,=,103,32.25027222,110.9385806
6,AZ,AZTUA001,Grant_Road_and_Wilson_Avenue,Pima_County,City_of_Tucson ,RE_MIX,CO,,12/4/2001,29,0.21,WI,Copper,Total,ug/L,7.7,=,103,32.25027222,110.9385806
6,AZ,AZTUA002,Greenlee_Road,Pima_County,City_of_Tucson ,RE,,,3/6/2000,,0.79,SP,Copper,Total,ug/L,2,=,48.3,32.27141111,110.9015
6,AZ,AZTUA002,Greenlee_Road,Pima_County,City_of_Tucson ,RE,,,6/22/2000,,0.15,SU,Copper,Total,ug/L,10,<,48.3,32.27141111,110.9015
6,AZ,AZTUA002,Greenlee_Road,Pima_County,City_of_Tucson ,RE,,,1/8/2001,,0.36,WI,Copper,Total,ug/L,1.4,=,48.3,32.27141111,110.9015
6,AZ,AZTUA002,Greenlee_Road,Pima_County,City_of_Tucson ,RE,,,6/21/2001,,0.15,SU,Copper,Total,ug/L,4.9,=,48.3,32.27141111,110.9015
6,AZ,AZTUA002,Greenlee_Road,Pima_County,City_of_Tucson ,RE,,,7/3/2001,12,0.56,SU,Copper,Total,ug/L,6.8,=,48.3,32.27141111,110.9015
6,AZ,AZTUA002,Greenlee_Road,Pima_County,City_of_Tucson ,RE,,,12/4/2001,,0.28,WI,Copper,Total,ug/L,2.6,=,48.3,32.27141111,110.9015
6,AZ,AZTUA003,El_Con_Mall,Pima_County,City_of_Tucson ,CO,,,1/2/2000,,0.13,WI,Copper,Total,ug/L,4.1,=,29,32.20511389,110.9180556
